price,LAND AREA,HOUSE AREA,,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA
"Rs. 4,50,000 (Negotiable)
(Four lakh fifty thousand )",0-5-0-0,,,,,,,,"BUDHANILAKNTHA, KATHMANDU, NEPAL",13 FEET,NONE,FLAT (RESIDENTIAL),PILLAR SYSTEM,GB10361,5 MONTHS AGO,52,NOT FURNISHED,https://www.gharbazar.com/property/details/flat-at-budhanilantha-10361,,,,
,4100 SQUARE FEET,,,4,1,1,3,2.5,"CHAKUPAT, LALITPUR, NEPAL",20 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10569,2 MONTHS AGO,684,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-chakupat-lalitpur-10569,,,,
"Rs. 60,000 (Negotiable)
(each floor 60 thousand per month)",0-,,,,,,,5,"NEAR NAKHU CHOWK, KATHMANDU, NEPAL",42,EAST,COMMERCIAL BUILDING (COMMERCIAL),PILLAR SYSTEM,GB05799,5 YEARS AGO,2014,NOT FURNISHED,https://www.gharbazar.com/property/details/flat-at-bhanimandal-5799,100M,,1000 SQUARE FEET,
"Rs. 1,50,00,000 (Negotiable)
(One crore fifty lakh )",0-9-0-0,,,,,,,,"TALCHOK, LEKHNATH, POKHARA, KASKI, NEPAL",5.5 METRE,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10248,5 MONTHS AGO,78,,https://www.gharbazar.com/property/details/land-at-pokhara-10248,,POKHARA-27 WARD OFFICE TO LAXMI HIGHER SECONDARY SCHOOL ROAD,,
"Rs. 3,50,000 / month (Negotiable)
(Three lakh fifty thousand )",2-1-0-0,,,4,2,2,,3,"BANSBARI, KATHMANDU, NEPAL",30,SOUTH-EAST,HOUSE (RESIDENTIAL),WALL BEARING,GB10387,4 MONTHS AGO,84,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-bansbari-10387,,BANSBARI OPPOSITE GANGA LAL HOSPITAL,,
"Rs. 2,62,00,000 (Negotiable)
(Two crore sixty two lakh )",0-5-0-0,3-0-2-0,,5,2,2,,3,"TARKESHWOR MUNICIPALITY, KATHMANDU, NEPAL",150 METER,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10265,5 MONTHS AGO,92,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-tarkeshwor-municipality-10265,,22 FEET PITCH ROAD,,
"Rs. 22,50,000 (Negotiable)
(Twenty two lakh fifty thousand )",0-4-0-0,,,,,,,,"BALAMBU, KATHMANDU, NEPAL",13 FEET,NONE,LAND (RESIDENTIAL),NONE,GB09972,8 MONTHS AGO,54,,https://www.gharbazar.com/property/details/land-at-balambu-9972,,,,
"Rs. 1,75,00,000 (Negotiable)
(1 crore 75 lakh)",0-6-3-0,,,8,2,3,5,3.5,"KHUMALTAR, LALITPUR, NEPAL",10FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03596,7 YEARS AGO,4740,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-khumaltar-3596,,,,
"Rs. 13,00,000 (Negotiable)
(Thirteen lakh )",0-,,,,,,,,"BHAISEPATI, SAINBU, LALITPUR, NEPAL",13 FT,WEST,SHUTTER/S (RESIDENTIAL),PILLAR SYSTEM,GB10538,2 MONTHS AGO,202,FULLY FURNISHED,https://www.gharbazar.com/property/details/saloon-at-sainbu-10538,,,,
"Rs. 3,40,00,000 (Negotiable)
(Three crore forty lakh )",0-3-1-1,0-3-1-1,,5,1,1,,2.5,"KHUSIBU, TOWN PLANNING, KATHMANDU, NEPAL",15 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10303,5 MONTHS AGO,59,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-khusibu-town-planning-10303,,"NEAR TO GEETANJALI SCHOOL , KHUSIBU",,
"Rs. 50,00,000 (Negotiable)
(50 lakhs)",14 DHUR,14 DHUR,,,,,,,"RAM LAXMAN MARGA, BIRATNAGAR, MORANG, NEPAL",,NORTH-WEST,HOUSE (RESIDENTIAL),WALL BEARING,GB04522,6 YEARS AGO,15282,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-biratnagar-4522,,,,
"Rs. 2,55,00,000 (Negotiable)
(Two crore fifty five lakh )",0-4-0-0,,,5,2,2,,,"TARAKESWOR, KATHMANDU, NEPAL",13 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10711,1 MONTH AGO,39,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-tarakeswor-10711,,,,
,0-7-0-0,,,,,,,,,20 FT,NORTH-EAST,LAND (RESIDENTIAL),NONE,GB09611,10 MONTHS AGO,775,,https://www.gharbazar.com/property/details/land-at-thali-kathmandu-9611,,,,
"Rs. 3,75,00,000 (Negotiable)
(Three crore seventy five lakh )",0-5-2-0,2642 SQUARE FEET,,5,1,1,,3,"WASIK BUDHANILKANTHA, KATHMANDU, NEPAL",13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10578,2 MONTHS AGO,131,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-wasik-budhanilkantha-10578,,1500 METER FROM DEUBACHOWK,,
"Rs. 1,90,00,000 (Negotiable)
(One crore ninety lakh )",0-4-2-2,,,5,3,3,4,,"DUWAKOT, SALLAGHARI COLONY, BHAKTAPUR, NEPAL",34 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06337,4 YEARS AGO,4373,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sallaghari-6337,20M,,,
"Rs. 2,10,00,000 (Negotiable)
(Two crore ten lakh )",0-3-1-0,2100 SQUARE FEET,,6,3,2,6,2.5,"BHANGAL, KATHMANDU, NEPAL",12 FEET,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07595,3 YEARS AGO,5094,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-bhangal-7595,50M,,,
,0-10-2-3,,,,,,,,"मुलपानी, KATHMANDU, NEPAL",23,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10517,3 MONTHS AGO,50,,https://www.gharbazar.com/property/details/land-at----10517,,,,
"Rs. 92,00,000 (Negotiable)
(Ninety two lakh )",1-0-0-0,,,,,,,,"RHINO CHOWK, BHARATPUR, CHITWAN, NEPAL",13,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02218,2 YEARS AGO,5897,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-bharatpur-2218,,,,
"Rs. 1,55,00,000 (Negotiable)
(One crore fifty five lakh )",0-,,,2,1,1,,1,"RATOPOOL, KATHMANDU, NEPAL",8FT FOR 80METERS,NONE,SCHOOL (RESIDENTIAL),PILLAR SYSTEM,GB10713,1 MONTH AGO,67,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-land-at-ratopool-10713,,500M FROM BACK GATE OF ALOK VIDYASHRAM,,
,0-11-2-0,,,,,,,,"ANAMNAGAR, KATHMANDU, NEPAL",10,WEST,HOUSE (RESIDENTIAL),WALL BEARING,GB03016,2 YEARS AGO,2871,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-anamnagar-3016,,,,
"Rs. 2,70,00,000 (Negotiable)
(Two crore seventy lakh )",0-4-1-0,0-3-0-0,,,,,,,"KAPAN, KATHMANDU, NEPAL",12 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02631,2 YEARS AGO,2807,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-faika-2631,50M,,,
,0-7-1-2,12000 SQUARE FEET,,36,,1,13,5.5,"SUNDHARA, KATHMANDU, NEPAL",12 FT,WEST,COMMERCIAL BUILDING (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05177,5 YEARS AGO,1944,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-bagh-durbar-mahadevmarg-5177,100M,,2200 SQUARE FEET,
"Rs. 60,000 (Negotiable)
(full furnished 2bhk/1bhk for rent jhamsikhel Lalitpur )",0-,,,2,1,1,,1,"JHAMSIKHEL, KATHMANDU, NEPAL",16 FEET,SOUTH-EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10822,3 DAYS AGO,50,FULLY FURNISHED,https://www.gharbazar.com/property/details/apartment-at-jhamsikhel-10822,,16 FEET PITCHBROAD,,
"Rs. 3,60,00,000 (Negotiable)
(Three crore sixty lakh )",0-6-0-0,,,3,1,1,3,2.5,"SUNAKOTHI, LALITPUR, NEPAL",20,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08572,2 YEARS AGO,10279,SEMI FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-civil-homes-8572,250M,,,
"Rs. 25,00,000 (Negotiable)
(Twenty five lakh per aana)",0-5-0-0 0-5-0-0,,,,,,,,"NARAYAN BASTI, KATHMANDU, NEPAL",12 FT,NONE,LAND (RESIDENTIAL),NONE,GB06269,4 YEARS AGO,1807,,https://www.gharbazar.com/property/details/land-at-satungal-narayan-basti-6269,100M,,,
"Rs. 1,00,000 (Negotiable)
(One lakh per month)",0-8-0-0,10000 SQUARE FEET,,,,,,,"SATDOBATO, LALITPUR, NEPAL",12 FT,NONE,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB09764,10 MONTHS AGO,343,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-satdobato-lalitpur-9764,,,,
"Rs. 39,00,000 (Negotiable)
(Thirty Nine Lakh per Aana.)",4-0-0-0,1500 SQUARE FEET,,,,,,,"LAMACHOUR, POKHARA, KATHMANDU, NEPAL",30 FEET,NONE,LAND (RESIDENTIAL),WALL BEARING,GB09258,22 HOURS AGO,218,,https://www.gharbazar.com/property/details/land-at-lamachour-pokhara-9258,,HEAD NORTH ON UNIVERSITY AVENUE TOWARDS RENOWNED BOARDING SCHOOLS....,,
,2-2-0-0,,,,,,,3,"NEW BANESHWOR, KATHMANDU, NEPAL",20 FT,NONE,SCHOOL (RESIDENTIAL),PILLAR SYSTEM,GB10466,4 MONTHS AGO,86,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-new-baneshwor-10466,,NEXT TO LIVERPOOL COLLEGE BANESHWOR,,
"Rs. 75,00,000 (Negotiable)
(per aana)",0-,,,,,,,,"TAHACHAL NEAR HOLY VISION SCHOOL, KATHMANDU, NEPAL",20 FT,NONE,LAND (RESIDENTIAL),NONE,GB10823,3 DAYS AGO,150,,https://www.gharbazar.com/property/details/land-at-tahachal-near-holy-vision-school-10823,,,,
"Rs. 50,000 / month (Negotiable)
(Fifty thousand )",0-,0-7-0-0,,2,1,1,,,"BIJAYANAGAR TOLE, RADHA KRISHNA MANDIR, RANIBAN, KATHMANDU, NEPAL",13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10570,2 MONTHS AGO,56,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-bijayanagar-tole-radha-krishna-mandir-raniban-10570,,GO INSIDE DHUNGEDHARA UNTIL YOU COME TO RADHA KRISHNA MANDIR AND COME STRAIGHT UNTIL YOU SEE BIJAYANAGAR GATE ON LEFT SIDE .,,
"Rs. 1,75,000 (Negotiable)
(One lakh seventy five thousand per month)",0-8-0-0,4000 SQUARE FEET,,5,2,1,4,3,"NEAR PARADISE SCHOOL, LALITPUR, NEPAL",20 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05859,2 YEARS AGO,4551,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-sanepa-5859,200M,50,,
"Rs. 1,95,00,000 (Negotiable)
(One crore ninety five lakh )",0-2-2-0,855 SQUARE FEET,,7,2,2,3,2.5,"BUDDHACHOWK, THULOBHARYANG, KATHMANDU, NEPAL",12 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07297,2 YEARS AGO,8994,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-budhhachowk-gairigaun-soyambhu-7297,30M,,,
"Rs. 3,00,000 (Negotiable)
(Three lakh per aana)",5-0-0-0,,,,,,,,"NAGARKOT, BHAKTAPUR, NEPAL",16 FT,WEST,LAND (RESIDENTIAL),NONE,GB03744,4 YEARS AGO,3916,,https://www.gharbazar.com/property/details/land-at-nagarkot-3744,,,,
"Rs. 2,60,00,000 (Negotiable)
(Two crore sixty lakh )",0-3-0-0,,,6,,,3,3,"IMADOL, LALITPUR, NEPAL",13 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10458,1 MONTH AGO,872,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-mahalaxmisthan-10458,,,,
"Rs. 4,25,00,000 (Negotiable)
(Four crore twenty five lakh )",0-5-2-1,,,6,2,2,7,3.5,"SANOBHARYANG, KATHMANDU, NEPAL",20 FT,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08899,1 YEAR AGO,8374,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-sanobharyang-8899,,,,
"Rs. 95,000 (Negotiable)
(Ninety five thousand per month)",0-5-2-2,,,4,2,1,4,2.5,"KUSUNTI, KATHMANDU, NEPAL",13,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08927,1 YEAR AGO,10282,NOT FURNISHED,https://www.gharbazar.com/property/details/rent-bungalow-at-kusunti-bhaisepati-area-8927,,,,
"Rs. 2,70,00,000 (Negotiable)
(Two crore seventy lakh )",0-3-2-0,3000 SQUARE FEET,,3,2,1,4,2.5,"HARISIDDHI, LALITPUR, NEPAL",ABOVE 20 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10299,4 MONTHS AGO,2179,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-harisiddhi-mount-view-colony-10299,,,,
"Rs. 25,00,000 (Negotiable)
(Twenty five lakh )",1500 SQUARE FEET,,,,,,1,3,"KUMARIPATI, LALITPUR, NEPAL",22 FT,NONE,RESTAURANT (RESIDENTIAL),PILLAR SYSTEM,GB10626,1 MONTH AGO,373,FULLY FURNISHED,https://www.gharbazar.com/property/details/restaurant-at-kumaripati-10626,,,,
"Rs. 6,00,000 (Negotiable)
(Six lakh )",0-,,,,,,,,"THAMEL, KATHMANDU, NEPAL",20 FT,NONE,OFFICE SPACE (RESIDENTIAL),PILLAR SYSTEM,GB08217,2 YEARS AGO,2664,NOT FURNISHED,https://www.gharbazar.com/property/details/office-space-at-thamel-8217,,FIRST ROAD FROM THAMEL TO JYATHA,150 SQUARE FEET,
"Rs. 8,64,00,000 (Negotiable)
(Eight crore sixty four lakh )",,,,,,,,,"कमर्सियल, SUNSARI, NEPAL",८० फिट,NONE,LAND (COMMERCIAL),PILLAR SYSTEM,GB10634,1 MONTH AGO,25,,https://www.gharbazar.com/property/details/land-at----10634,,महेन्द्र राजमार्ग सग जोडिएको,,
"Rs. 35,00,000 (Negotiable)
(35 lakh per aana)",0-6-2-0,,,,,,,,"HANAGULU MARG, BALKHU, KATHMANDU, NEPAL",10 FEET,WEST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB03957,5 YEARS AGO,2853,,https://www.gharbazar.com/property/details/land-at-balkhu-3957,,,,
"Rs. 1,30,00,000 (Negotiable)",12 KATTHA,12 KATTHA,,4,,,,1,"PROVINCE 1 GAURADAHA 8 JHAPA, KATHMANDU, NEPAL",20 FT,WEST,HOUSE (RESIDENTIAL),NONE,GB10433,4 MONTHS AGO,89,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-province-1-gauradaha-8-jhapa-10433,,,,
"Rs. 3,25,00,000 (Negotiable)
(Three crore twenty five lakh )",0-3-3-0,,,5,2,2,4,,"RANIBARI, KATHMANDU, NEPAL",13 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09252,1 YEAR AGO,2746,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-ranibari-samakhusi-9252,,,2800 SQUARE FEET,
"Rs. 61,00,000 (Negotiable)
(Sixty one lakh )",0-8-0-0,,,,,,,,"PEPSICOLA, TOWNPLANNING, KATHMANDU, NEPAL",16 FT,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10425,4 MONTHS AGO,91,,https://www.gharbazar.com/property/details/land-at-pepsicola-townplanning-10425,,,,
"Rs. 1,20,00,000 (Negotiable)
(One crore twenty lakh )",0-5-2-0,,,6,2,2,5,2.5,"KHADKAGAUN, KALANKI, KATHMANDU, NEPAL",16,NORTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07399,2 YEARS AGO,11875,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kalanki-khadkagaun-7399,50M,,,
"Rs. 90,000 (Negotiable)
(90 thousand per month)",0-8-2-0,3200 SQUARE FEET,,4,1,1,4,2,"SUNAKOTHI, LALITPUR, NEPAL",,,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB05175,5 YEARS AGO,6217,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-valley-homes-5175,,,,
"Rs. 3,30,00,000 (Negotiable)
(Three crore thirty lakh )",0-,0-4-0-0,,,,,,,"BUDHANILKANTHA, KATHMANDU, NEPAL",20FT-30FT,SOUTH-WEST,HOUSE (RESIDENTIAL),NONE,GB10242,5 MONTHS AGO,86,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-10242,,"PAYUTAR, GURUNG TOLE, BUDHANILKANTHA NAGARPALIKA-11, KATHMANDU.",,
"Rs. 35,000 (Negotiable)
(Thirty five thousand )",600 SQUARE FEET,,,3,1,1,1,1,"305 SWAYAMBHU MARGA, CHHETRAPATI DHALKO, KATHMANDU, NEPAL",26 FT,NORTH,FLAT (RESIDENTIAL),PILLAR SYSTEM,GB10628,2 WEEKS AGO,703,NOT FURNISHED,https://www.gharbazar.com/property/details/office-godown-space-at-dhalko-10628,100M,,,
"Rs. 1,45,00,000 (Negotiable)
(One crore forty five lakh )",0-4-0-0,,,,,,,,"DHAPAKHEL, KATHMANDU, NEPAL",,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10746,4 WEEKS AGO,56,,https://www.gharbazar.com/property/details/house-at-dhapakhel-10746,,800M FROM NAGDAHA GATE,,
"Rs. 1,90,00,000 (Negotiable)
(1 crore 90 lakh)",12 DHUR,12 DHUR,,6,2,1,,2,"SIDDHARTHA PATH, BHAIRAHAWA, RUPANDEHI, NEPAL",12 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04401,6 YEARS AGO,5848,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-bhairahawa-4401,,NEAR BHAIRAHAWA BUS STATION,,
"Rs. 15,00,000
(Fifteen lakh )",0-5-0-0,,,,,,,,"GODAMCHAUR BISTACHAAP, LALITPUR, NEPAL",,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10656,1 MONTH AGO,34,,https://www.gharbazar.com/property/details/land-at-godamchaur-bistachaap-10656,,,,
"Rs. 9,000 / month (Negotiable)
(Nine thousand )",,100 SQUARE FEET,,,,,,1,"SUKEDHARA, KATHAMNDU (NEAR RING ROAD), KATHMANDU, NEPAL",14 FT,NORTH,SHUTTER/S (RESIDENTIAL),PILLAR SYSTEM,GB10153,6 MONTHS AGO,50,NOT FURNISHED,https://www.gharbazar.com/property/details/shutters-at-sukedhara-kathamndu-near-ring-road-10153,,"NEAR RING ROAD, 14 FT ROAD",,
"Rs. 55,000 (Negotiable)
(Fifty five thousand per month)",0-5-1-0,,,,,,,2.5,"SANOBHARYANG, KATHMANDU, NEPAL",20 FT,NORTH-WEST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB10120,6 MONTHS AGO,2022,SEMI FURNISHED,https://www.gharbazar.com/property/details/bunglow-at-tch-housing-sanobharyang-10120,,,,
"Rs. 2,05,00,000 (Negotiable)
(Two crore five lakh )",,1042 SQUARE FEET,,2,1,1,2,,"HATTIBAN, LALITPUR, NEPAL",20 FEET,EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09970,8 MONTHS AGO,2423,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-hattiban-9970,,,,
"Rs. 2,75,00,000 (Negotiable)",0-,,,,,,,,"IMADOL, KATHMANDU, NEPAL",13 FEET,NONE,HOUSE (RESIDENTIAL),NONE,GB10366,5 MONTHS AGO,61,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-10366,,,,
"Rs. 2,55,00,000 (Negotiable)
(Two crore fifty five lakh )",0-3-0-0,0-3-0-0,,7,1,1,,3,"GAPALI-4, SURYABINAYAK, BHAKTAPUR, NEPAL",12,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10706,1 MONTH AGO,66,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-gapali-4-suryabinayak-10706,,ON THE ROAD TO HOTEL HERITAGE,,
"Rs. 2,75,00,000 (Negotiable)
(3 aana)",0-,,,,,,,,"IMADOL NAYA BASTI, KATHMANDU, NEPAL",20 FT,NONE,HOUSE (RESIDENTIAL),NONE,GB10702,1 MONTH AGO,37,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-naya-basti-10702,,,,
"Rs. 29,00,000 (Negotiable)
(Twenty nine lakh )",0-9-2-0,,,,,,,,"RAMKOT, KATHMANDU, KATHMANDU, NEPAL",26 FEET,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10513,3 MONTHS AGO,48,,https://www.gharbazar.com/property/details/house-at-ramkot-kathmandu-10513,,"RAMKOT BHIMDHUNGA HIGHWAY, UMAGAUN",,
"Rs. 7,25,00,000 (Negotiable)
(Seven crore twenty five lakh )",3422 SQUARE FEET,,,6,1,1,,2.5,"KATHMANDU,MAHARAJGUNJ, NEPAL",13 FEET,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10061,6 MONTHS AGO,131,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kathmandu-maharajgunj-10061,,"MAHARAJGUNJ, GANESH BASTI",,
"Rs. 15,00,000 (Negotiable)
(Fifteen lakh )",0-,,,,,,,,"BALKOT, BHAKTAPUR, BHAKTAPUR, NEPAL",13 FEET,SOUTH-WEST,HOUSE (RESIDENTIAL),NONE,GB10082,7 MONTHS AGO,97,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-balkot-bhaktapur-10082,,50M AWAY FROM BALKOT CHOWK,,
"Rs. 2,20,00,000 (Negotiable)
(Two crore twenty lakh )",0-3-2-0,2020 SQUARE FEET,,6,2,3,3,2.5,"NEAR GOLFUTAR, KATHMANDU, NEPAL",13 FT,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05693,3 YEARS AGO,2889,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sundarbasti-5693,700M,10,,
,0-31-0-0,,,,,,,,"NAAGDHUNGA, KATHMANDU, NEPAL",20,WEST,LAND (RESIDENTIAL),NONE,GB05781,3 YEARS AGO,3102,,https://www.gharbazar.com/property/details/land-at-chandragiri-baad-bhanjyang-5781,600M,,,
"Rs. 3,10,00,000 (Negotiable)
(Three crore ten lakh )",1-2-0-0,,,,,,,,"BUDHANILKANTHA, KATHMANDU, NEPAL",20 FT,WEST,LAND (RESIDENTIAL),NONE,GB06183,4 YEARS AGO,2362,,https://www.gharbazar.com/property/details/land-at-budhanilkantha-6183,,,,
"Rs. 1,00,00,000 (Negotiable)
(One crore )",0-0-3-0,0-3-0-0,,8,,,2,5,"LAZIMPAT, KATHMANDU, NEPAL",9 METER,EAST,COMMERCIAL BUILDING (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB02627,2 YEARS AGO,4366,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-lazimpat-2627,,,,
"Rs. 6,00,000 (Negotiable)
(Six lakh )",,1000 SQUARE FEET,,,,,,,"KUPONDOLE, LALITPUR, NEPAL",20 FEET,NONE,OFFICE SPACE (RESIDENTIAL),PILLAR SYSTEM,GB10154,6 MONTHS AGO,315,FULLY FURNISHED,https://www.gharbazar.com/property/details/office-space-at-kandevsthan-10154,,,,
"Rs. 1,70,000 (Negotiable)
(One lakh seventy thousand per annum)",3-12-0-0,,,,,,,,"LAMATAR, LALITPUR, NEPAL",20 FT,NORTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB08903,1 YEAR AGO,2743,,https://www.gharbazar.com/property/details/land-at-lamatar-8903,,,,
,0-9-0-0,0-9-0-0,,7,3,2,,3,"TIKATHALI, LALITPUR, NEPAL",12 FT,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03537,5 YEARS AGO,4327,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-tikathali-3537,,,,
"Rs. 6,30,000 (Negotiable)
(Six lakh thirty thousand )",0-2-2-0,,,,,1,1,,"BOUDDHA, KATHMANDU, NEPAL",8,NORTH-EAST,RESTAURANT (COMMERCIAL),PILLAR SYSTEM,GB10708,1 MONTH AGO,362,FULLY FURNISHED,https://www.gharbazar.com/property/details/restaurant-at-bouddha-10708,,,,
"Rs. 1,85,00,000 (Negotiable)
(One crore eighty five lakh )",0-3-0-0,,,4,2,2,4,2.5,"NAYABASTI, IMADOL, LALITPUR, NEPAL",13 FEET,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07085,4 YEARS AGO,6464,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-nayabasti-7085,150M,,,
"Rs. 2,60,00,000 (Negotiable)
(Two crore sixty lakh )",0-3-2-0,2303 SQUARE FEET,,7,2,2,4,2.5,"BEHIND KIST HOSPITAL, GWARKO, LALITPUR, NEPAL",20 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09071,1 YEAR AGO,6335,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-bafal-gwarko-lalitpur-9071,,,,
"Rs. 55,00,000 (Negotiable)
(Fifty five lakh )",385 SQUARE FEET,,,1,1,1,1,,"HATTIBAN, LALITPUR, NEPAL",13 FT,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10524,1 MONTH AGO,1129,SEMI FURNISHED,https://www.gharbazar.com/property/details/1bhk-apartment-at-merocity-city-hattiban-10524,,,,
,24 DHUR,,,,,,,,"SHITAL MAHAL CHOWK, HETAUDA, MAKWANPUR, NEPAL",40 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09831,9 MONTHS AGO,2301,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-house-at-shital-mahal-chowk-hetauda-9831,,,,
"Rs. 63,00,000 (Negotiable)
(Sixty three lakh per aana)",0-8-2-3,,,,,,,,"BALUWATAR, KATHMANDU, NEPAL",12 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10070,7 MONTHS AGO,162,,https://www.gharbazar.com/property/details/land-at-baluwatar-10070,,"USA EMBASSSY , 4 MINS DRIVE",,
"Rs. 25,00,000 (Negotiable)
(Twenty five lakh per anna)",0-3-3-1,,,,,,,,"SARASWOTI, DHAPASI, TOKHA, KATHMANDU, NEPAL",13 FEET,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB07548,3 YEARS AGO,8922,,https://www.gharbazar.com/property/details/land-at-tokha-7548,25M,,,
